ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
UNKNOWN		UNKNOWN	24164879	23826615	2040309	427.127	23081640	745232	42473	19531	15911	13152	11606	10730	9669	8869	8307	8218	8185	8145	8162	8266	8303	1911852	1652576	1388740	1101209	853919	616887	436844	280626	178859	111411	
UNKNOWN		UNKNOWN	34763722	34435571	1670947	272.078	33584252	978374	51567	24163	18604	14399	12151	9979	7989	6768	5617	4889	4544	4273	3968	3700	3823	2473176	2085930	1645492	1229660	912142	564626	390437	260008	166427	101197	
UNKNOWN		UNKNOWN	24538772	24409814	3127902	228.04	23619339	765057	44187	19425	13996	10250	8655	6884	5651	4617	3818	3130	2683	2500	2293	2207	2075	1889345	1560076	1248490	940756	678552	458805	301799	192888	120978	77547	
UNKNOWN		UNKNOWN	23418821	23110468	3827662	164.716	22618298	691467	34778	15462	11183	7944	7071	5175	4151	2925	2158	1560	1153	811	668	621	724	1573776	1285585	996925	731964	536593	339284	234316	151083	94967	58337	
UNKNOWN		UNKNOWN	36529309	36282419	7664529	162.842	35350709	1016204	48091	22069	16600	12066	10067	7578	5897	4242	2911	2092	1518	1109	1078	1174	1331	2501321	2039143	1546642	1120431	806644	478361	321191	198180	119925	73988	
UNKNOWN		UNKNOWN	33015503	31627784	1655532	149.434	31962827	911643	44577	19820	15131	11529	9858	7556	5781	4694	3350	2588	2099	1800	1637	1493	1438	2343016	1991749	1602716	1233692	945434	624566	440665	276313	165566	99955	
UNKNOWN		UNKNOWN	32364882	31659303	1361061	184.916	31291715	912097	50248	21991	16872	12625	10717	8224	6510	5432	4149	3221	2653	2253	2050	1947	1776	2295220	1940337	1547135	1180795	913622	581176	421405	286774	187599	118709	
UNKNOWN		UNKNOWN	74190204	73643025	4642594	137.88	72265428	1475875	117498	83720	71225	53931	36780	20924	11717	6141	4092	4439	5033	7937	16931	8533	0	3506913	6350221	5398060	4309147	3252044	1246183	1814665	1121964	722600	444484	
UNKNOWN		UNKNOWN	30273432	30157531	6166953	133.871	29326047	826077	41292	18419	12996	10117	7985	5790	4366	3034	2087	1409	890	706	697	675	728	2015765	1670752	1285310	939713	695847	405394	279692	175737	107512	66661	
UNKNOWN		UNKNOWN	69194560	68677633	4161739	279.607	66785103	1876611	109675	54465	42692	35188	30795	26939	23751	19523	16462	13240	11900	10726	10409	9359	8973	5483199	4757410	3912977	3035116	2408349	1505112	1065986	698279	457169	305910	
UNKNOWN		UNKNOWN	42267480	41907061	1720918	189.418	41128189	846903	73046	53703	46189	36105	25009	14628	7772	3666	1842	1945	2840	4378	12817	8448	0	1926590	3454341	2847641	2223871	1628509	599090	855355	502860	304274	175275	
UNKNOWN		UNKNOWN	22284788	22102092	1363815	384.076	21495204	583926	35688	17756	14313	11909	11114	9802	8716	7645	6607	5753	5459	4865	4526	4199	4369	1733298	1495473	1200732	917443	722150	444347	310840	202345	133719	93440	
UNKNOWN		UNKNOWN	27844676	27496896	4567743	176.656	26902702	794266	46319	22846	16541	12392	10238	7824	6095	4503	3030	1953	1380	1025	789	810	844	1968350	1672686	1305122	957372	719020	437778	301758	191555	119597	77499	
UNKNOWN		UNKNOWN	39634320	39417079	1633660	80.79	38620951	872877	50950	27011	19199	14075	9929	6000	3196	1674	785	364	297	311	509	1186	5006	2773976	2384404	1899491	1429580	1030116	700304	459016	293420	180948	117895	
UNKNOWN		UNKNOWN	27436636	27292330	2406412	139.846	26393869	878983	53031	24164	17281	12899	10639	8756	6597	4889	3515	2605	1901	1445	1164	899	814	2280385	1971468	1660061	1310723	997192	688153	459653	290692	186163	114289	
UNKNOWN		UNKNOWN	30546106	30304918	5349550	175.036	29520273	883850	43738	19628	14492	10738	8876	6664	5422	3910	2765	1979	1505	1151	984	962	902	2062701	1681930	1285910	936910	671021	413469	279875	175446	106985	66068	
UNKNOWN		UNKNOWN	58787939	57501589	3210472	75.9676	57270036	1303066	78661	41350	28924	20831	14886	9086	5161	2631	1552	681	561	636	934	1944	6999	4174576	3625999	2954663	2286889	1686541	1187447	798787	540436	344457	227947	
UNKNOWN		UNKNOWN	47430055	43089108	1596630	120.969	46211631	1027015	59156	32982	23165	16624	11699	7793	4346	2033	1204	862	1020	1316	2213	5042	21954	3328112	2944789	2434136	1971812	1589672	1267413	961131	718409	498148	328930	
UNKNOWN		UNKNOWN	31851822	31787532	6491319	157.949	30820227	893637	45825	20452	14952	11070	8961	7103	5278	3820	2543	1622	1186	955	769	769	894	2163973	1776782	1356578	988787	717732	424313	287209	178412	109018	68268	
UNKNOWN		UNKNOWN	40690111	40156959	2727921	320.054	39173295	1133337	70760	35379	29163	24358	22410	19308	16651	14701	12068	10743	9633	8402	8075	7732	7653	3547852	3146463	2578410	2009658	1578322	1019851	703224	461489	300415	201616	
UNKNOWN		UNKNOWN	47573625	46984606	2204407	105.348	46370713	1037468	56387	30486	21714	15735	10899	6719	3675	1869	1004	549	555	915	1354	2606	10977	3286435	2776492	2230938	1709535	1230723	844356	534686	340429	208016	135009	
UNKNOWN		UNKNOWN	59017965	58573253	4777950	241.948	56936723	1778497	87630	37838	28298	22203	18777	15159	12686	10304	7579	6127	4933	4601	4033	3912	3822	4124643	3311481	2550751	1856627	1328443	858564	550977	340238	211780	131837	
UNKNOWN		UNKNOWN	62215172	34617512	1075488	64.5161	60954593	1044705	51287	34437	29046	21755	15383	8920	5284	3054	1919	2489	3195	5719	19563	13823	0	2118981	4228030	4296942	4492773	4741329	2430054	4639102	4013514	3044214	1960545	
UNKNOWN		UNKNOWN	45416870	44629438	3820133	416.789	43677598	1247740	76258	37103	31671	27409	25118	22884	20278	18525	15961	14282	13307	12541	11857	11205	10966	3776036	3340019	2680055	2051666	1593976	1040501	725420	480365	319455	211840	
UNKNOWN		UNKNOWN	39380505	39179751	1806829	131.314	38137073	1089000	55464	24344	17765	13359	10762	7973	6039	4548	3020	2177	1452	1097	947	847	687	2787037	2335299	1825374	1351234	983944	601704	411888	261198	162912	104598	
UNKNOWN		UNKNOWN	48936656	48304429	2416149	206.181	47668961	978519	74047	50827	40716	31603	21867	12683	6737	3797	1987	1788	2570	5287	21107	14160	0	2128540	3815223	3148689	2462468	1811732	648015	929007	570014	347137	200427	
UNKNOWN		UNKNOWN	39023190	38787537	1470144	159.931	37803083	1044698	57025	27057	20215	14707	11697	9312	6933	5088	3618	2609	2152	1884	1683	1983	3583	2808890	2389713	1897167	1439123	1069509	687295	470422	301966	188199	119383	
UNKNOWN		UNKNOWN	46323647	45948734	1892686	205.976	45024765	944504	84899	62779	55386	43773	31059	18760	10509	5563	3151	3257	3746	6863	16092	8541	0	2119766	3859745	3254224	2593950	1952382	733363	1061947	656536	410245	247683	
UNKNOWN		UNKNOWN	204257293	203305982	18672197	175.569	198869637	4123580	328584	224536	185645	141294	97207	55295	31481	17389	10286	11365	13321	23223	74598	49852	0	9518499	17060924	14342669	11342763	8566043	3249923	4665809	2842749	1849892	1151381	
UNKNOWN		UNKNOWN	52355213	51846301	9971765	196.961	50572479	1489272	82103	40098	28863	22393	18728	14058	10683	8281	5827	4445	3383	2874	2785	2942	2916	3673682	3080326	2402273	1783560	1335367	801708	553630	355268	217829	135578	
UNKNOWN		UNKNOWN	31235203	30797498	5026530	195.435	30177449	890910	44143	19756	14257	10687	9103	6781	5403	4094	3197	2481	2120	1701	1654	1558	1636	2131475	1726042	1324734	965331	700014	433417	288358	178608	109228	66593	
UNKNOWN		UNKNOWN	79034337	78863711	3722707	188.573	76894530	1594749	131738	97265	84304	65833	46205	26563	13693	7002	4113	4326	5010	9390	30006	19610	0	3757596	6815141	5700019	4482155	3344788	1247011	1794857	1096410	674846	401373	
UNKNOWN		UNKNOWN	53500681	52771028	1781607	308.205	52121679	1031990	76513	51552	42355	33010	22204	13007	7847	4946	3982	4697	6764	13653	40394	26088	0	2415967	4253641	3517823	2761563	2080165	768375	1096864	667607	409852	239916	
UNKNOWN		UNKNOWN	60715890	60007193	3928499	238.98	58999174	1223007	112296	84815	73699	58674	42677	25914	13460	6340	3429	3388	4624	9856	33046	21491	0	2825374	5165432	4382756	3496569	2682536	996288	1467814	898182	576924	344112	
UNKNOWN		UNKNOWN	38103755	37817812	1800798	144.894	36898111	1049786	53930	23745	17466	13211	10532	8340	6310	4605	3262	2335	1890	1451	1296	1112	947	2710868	2284723	1802514	1337886	973415	601452	418959	270391	172099	113233	
UNKNOWN		UNKNOWN	35633762	35450613	2940048	257.977	34261281	1076034	61746	27232	20079	15430	13574	11305	9440	7890	6748	6068	5539	5484	5105	4930	4891	2901085	2455713	1992801	1521043	1128510	761223	520673	333714	209843	135890	
UNKNOWN		UNKNOWN	30158174	29913550	5038498	159.498	29143486	877258	43483	19342	14810	10734	8909	7142	5419	3997	2768	2031	1351	1101	804	677	702	2127623	1747900	1359794	996329	725477	453235	304758	190842	117073	71403	
UNKNOWN		UNKNOWN	45530109	45260608	3995655	220.589	43749713	1444219	86770	39013	27377	20388	17403	14848	12517	10137	7831	6626	5454	4841	4398	4222	3917	3641621	3072677	2528752	1957548	1451751	1000628	657351	416157	259264	156561	
UNKNOWN		UNKNOWN	26321012	26227506	5304092	138.28	25483924	731586	37644	16732	11663	9017	7162	5430	4179	2960	1934	1338	768	530	445	410	413	1761100	1459427	1119621	822238	604551	358269	245178	151388	92718	57749	
UNKNOWN		UNKNOWN	60417628	59720011	2756602	427.745	58619223	1219157	111773	84598	72020	58333	40012	24565	15457	10745	9352	12185	15837	25048	63718	35605	0	2802812	5046726	4248745	3397642	2621460	972061	1413758	864342	537758	323474	
UNKNOWN		UNKNOWN	34709346	34418433	1787678	366.672	33722342	772132	50344	28075	21990	17027	12863	8112	4837	2697	1740	1572	1898	3043	5458	11373	43843	2470440	2111564	1701074	1305792	951158	717150	430091	269125	163560	112414	
UNKNOWN		UNKNOWN	31555462	31177732	5565577	221.787	30488416	864668	48046	23090	16682	12896	10791	8349	6553	5252	4006	3309	2982	2626	2543	2865	3092	2339048	1958638	1523959	1129480	851939	503995	346558	218412	135442	86142	
UNKNOWN		UNKNOWN	36312474	36244711	6178005	173.401	35113527	1018179	54479	25589	18475	14152	11730	9095	7046	5333	3703	2499	1811	1465	1389	1512	1401	2605220	2161978	1693287	1247418	919126	551419	379052	237347	146716	92187	
UNKNOWN		UNKNOWN	16948093	16719144	2586313	162.31	16338774	523846	29190	13764	9866	7088	5796	4765	3633	2974	1616	1126	921	492	309	261	280	1200144	1002638	797996	594788	441737	288076	187708	118097	74281	44629	
UNKNOWN		UNKNOWN	30959908	30663832	1343399	377.118	29862575	877960	46090	21251	16195	13381	11737	9907	8853	7938	7028	6705	6424	6104	6304	6064	6078	2163383	1842742	1464611	1107823	838430	531106	364221	229589	141591	88540	
UNKNOWN		UNKNOWN	42675021	42293913	7152573	247.703	41173348	1221756	69786	33423	26241	19394	16762	12946	10918	8114	6000	4486	3799	3296	3042	3177	3367	2969459	2493027	1949982	1454043	1076794	650272	454893	289126	183792	121930	
UNKNOWN		UNKNOWN	81711196	81206754	14646451	201.094	78998884	2280225	117168	52770	40455	30110	25561	20101	15687	12215	8900	6730	5612	4807	4637	4863	5200	5880419	4864426	3744916	2736171	1993522	1198752	813566	511604	313973	197849	
UNKNOWN		UNKNOWN	53240322	52795584	2229801	112.487	51852043	1175851	68996	38175	28534	21008	15451	9561	5270	2626	1264	770	622	801	1363	3329	14658	3817911	3291043	2679988	2093037	1515399	1073622	673515	439991	264543	172310	
UNKNOWN		UNKNOWN	62222810	58605422	8425023	221.979	59941963	1899798	109660	50256	37828	29223	26489	21359	17934	13381	9198	6988	5383	4013	3397	2995	3111	4788487	4127696	3194110	2356837	1721846	1137736	772525	503538	340768	241564	
UNKNOWN		UNKNOWN	35927776	35244141	1684840	248.311	34709895	1015980	54186	24188	18138	14683	12402	9666	8110	6901	5703	4749	4362	4134	3942	3761	3601	2570839	2163255	1711455	1286289	968600	631430	455398	302736	195513	124422	
UNKNOWN		UNKNOWN	17633144	17199515	2667986	197.6	17021767	519227	25513	11326	8254	6131	5376	4042	3488	2745	2031	1693	1327	1073	1019	1036	988	1272641	1040861	811014	596323	431306	280361	184090	118133	79100	59538	
UNKNOWN		UNKNOWN	31542313	31179644	6394168	182.118	30522356	862754	44764	20431	15342	11524	10008	7418	5684	4281	3119	2206	1815	1544	1478	1669	1682	2231881	1852486	1415678	1040955	767541	459532	326961	212286	133011	85713	
UNKNOWN		UNKNOWN	55707000	55316133	8211865	139.368	54000660	1452289	76476	36428	27105	20674	17089	13291	10289	7373	5258	3722	3187	2751	2441	2258	2031	4087601	3536049	2843219	2182176	1708025	1021911	738053	474606	300142	198799	
UNKNOWN		UNKNOWN	39609324	39365248	3759192	201.139	38288825	1119303	56025	26242	18945	14898	12402	9868	8045	6071	4411	3408	2796	2417	2156	2102	2136	2890598	2368758	1827391	1340410	969068	591979	394164	245400	151028	95601	
UNKNOWN		UNKNOWN	48719791	48108040	1724984	206.554	47480483	1023185	57888	32442	23953	17601	12109	9075	5631	3689	2916	2675	2867	3253	4150	8109	29765	3624626	3141102	2555218	1996162	1486267	1039564	682118	443106	279069	187193	
UNKNOWN		UNKNOWN	25644401	25485662	4143850	182.537	24759824	759372	37010	16740	12125	9481	7599	5777	4598	3503	2583	1895	1445	1285	1046	891	888	1737759	1409781	1093499	803505	582094	365385	240915	148989	90532	55371	
UNKNOWN		UNKNOWN	38564730	36289953	2912320	514.354	37086596	1013967	55986	28306	24007	21722	20785	19286	18185	16805	15314	14391	14132	13503	13113	12729	12841	2928838	2508945	2032200	1570471	1275442	838124	589259	409354	295491	247487	
UNKNOWN		UNKNOWN	23271207	23093367	1384836	338.87	22445544	627684	38247	18523	15371	12291	11405	9642	8501	7003	6018	5073	4602	4221	3917	3794	3668	1786446	1540895	1237390	943275	745852	458819	323442	212578	136536	91968	
UNKNOWN		UNKNOWN	38019858	37241618	6017532	186.518	36737594	1089260	51987	23311	16265	12471	10526	8079	6620	5098	3810	2860	2308	2217	1706	1874	1869	2508897	2028756	1564046	1151796	852520	560640	403562	270054	174186	107532	
UNKNOWN		UNKNOWN	36428702	34859119	1600357	134.113	35332056	960466	47566	20646	14857	11286	9298	6946	5358	3939	2914	2113	1649	1307	1120	1026	880	2511912	2105615	1648337	1221508	903676	566097	403338	272094	189259	145787	
UNKNOWN		UNKNOWN	17130068	17002183	2689728	191.466	16538804	503781	25665	10864	8251	5928	5005	3888	3198	2408	1697	1391	1049	833	759	700	804	1170634	949676	731021	535423	388872	243029	160304	100612	62210	37235	
UNKNOWN		UNKNOWN	70595131	69741873	3753839	97.3007	68827079	1527991	85224	44367	30858	22700	15581	9897	5483	3045	1809	1242	1257	1580	2302	4070	10646	4901374	4169594	3341578	2539303	1840785	1231646	791220	509718	312692	198049	
UNKNOWN		UNKNOWN	35476640	35103893	1625877	235.515	34274746	1011546	53166	23824	17968	14032	12099	9457	7912	6532	5310	4370	3664	3535	3361	3158	3051	2507848	2105871	1669182	1264080	948524	597808	411057	277919	179103	104422	
UNKNOWN		UNKNOWN	38369515	36609449	1495094	118.272	37383269	838712	48424	26167	18468	13523	9392	6040	3460	1659	934	639	702	997	1623	3390	12116	2638149	2258777	1848651	1458192	1106099	823983	577049	405683	270509	178025	
UNKNOWN		UNKNOWN	43234797	41560072	2936162	442.778	41642883	1123964	62810	33352	26963	24485	22982	20462	18749	17062	15776	14389	13390	12922	12340	12176	11262	3471126	2992309	2440549	1870654	1485094	941204	655771	438469	310515	247595	
UNKNOWN		UNKNOWN	36841315	36749253	790278	215.175	35626459	1047800	49434	20895	15212	11470	9707	7994	6488	5049	3813	2921	2534	2100	1889	1721	1750	2567549	2038225	1528997	1081736	755428	463413	298121	182164	110199	67720	
UNKNOWN		UNKNOWN	54621880	53866338	3078354	124.754	52994587	1387961	78620	38750	28116	20502	15497	11561	7788	5356	3637	2795	2303	2122	1988	2904	8858	4249716	3637813	2956968	2280119	1696984	1162054	774918	509028	325385	210284	
UNKNOWN		UNKNOWN	50605591	50100549	2527978	157.648	49284109	1019598	81145	57540	46897	35613	24671	14556	7847	4478	2448	2320	3236	4498	10599	6036	0	2196852	3936807	3253221	2544958	1875523	694650	1021663	621838	386249	228801	
UNKNOWN		UNKNOWN	19853514	19650225	3117568	161.206	19194168	571435	28064	11858	9066	6263	5556	4242	3515	2511	1648	1277	883	670	532	457	536	1332780	1082115	835794	613623	449142	280913	190492	122089	75018	44763	
UNKNOWN		UNKNOWN	27818524	27621888	4525317	225.397	26852624	788678	44898	21349	16500	12234	10377	7868	6591	4829	3667	2794	2361	2054	1970	2010	2177	2015988	1700256	1323414	978126	728925	436629	303151	192386	119784	75334	
UNKNOWN		UNKNOWN	37079851	36690456	1727874	261.115	35818973	1049775	55197	24786	18893	14810	12590	10447	8412	7502	5962	5354	4696	4387	4295	4115	4021	2608883	2207746	1758212	1332089	1000921	638708	440918	277737	172962	108415	
UNKNOWN		UNKNOWN	33807189	33432633	1913410	163.225	32876273	755489	51200	29589	22323	17284	12687	8351	4756	2582	1488	805	773	1140	1989	4071	16389	2563408	2262985	1868965	1470402	1088592	787816	505647	333291	204921	137915	
UNKNOWN		UNKNOWN	27137215	27034486	2020915	186.977	26138611	822346	47238	21112	15463	11887	10057	8345	6763	5155	3924	3015	2682	2372	2010	1842	1783	2232636	1899385	1551000	1186013	879239	586544	398662	254998	161062	101596	
UNKNOWN		UNKNOWN	62192771	61584447	4612956	272.499	60141419	1626722	98020	53058	40690	31178	24657	20237	15389	11598	8816	7610	6923	7020	8089	11225	34268	5049804	4325527	3547221	2753466	2030091	1451745	939375	604394	384844	248998	
UNKNOWN		UNKNOWN	57256747	56544758	2368187	409.494	55722192	1171267	72591	44929	32443	23861	16740	19710	15347	12818	10996	10824	10478	11389	13052	19110	49000	4214574	3693269	3009742	2350629	1809963	1240930	844365	533495	335837	219736	
UNKNOWN		UNKNOWN	37985271	37596124	2846603	169.582	36837588	967155	51306	25376	18933	14015	11281	8778	6842	5289	4095	3208	2774	2481	2426	2297	2386	2670571	2298263	1825943	1393576	1097933	632727	468890	306164	197172	128723	
UNKNOWN		UNKNOWN	40712419	40594447	1125951	205.545	39347413	1178645	58353	25154	18913	14503	11912	9499	7876	5885	4320	3130	2305	1985	1709	1457	1398	2822110	2253441	1711289	1222945	863252	528995	343347	210064	127735	79811	
UNKNOWN		UNKNOWN	38040517	37720519	1385297	192.902	37036733	787237	57366	36672	28524	20568	14114	11329	7491	5101	3799	3296	3267	3189	3623	5241	12967	2854531	2575455	2132447	1693473	1334995	888628	631623	410007	263326	176545	
UNKNOWN		UNKNOWN	26273301	26152446	535877	197.066	25403258	758038	36216	15424	11524	8561	6967	5684	4453	3470	2394	1785	1367	1096	1041	938	897	1791805	1416007	1063047	751283	525339	323434	209493	130239	79074	48828	
UNKNOWN		UNKNOWN	23573740	23395924	3121156	218.3	22699056	732799	44006	20181	14395	10825	9211	7386	5966	4613	3637	2777	2212	1932	1508	1350	1312	1854445	1554670	1245273	918757	651071	432163	284151	177720	109708	69879	
UNKNOWN		UNKNOWN	28383289	28259756	603504	215.605	27407960	829217	42638	18919	14284	11258	9413	7822	6540	5175	3775	2739	2014	1734	1496	1260	1260	2140982	1748325	1355104	982782	694292	440123	287782	178712	110412	68699	
UNKNOWN		UNKNOWN	34576258	32825577	6606952	131.072	33494214	933565	47330	21357	16670	12646	10579	7758	6125	4490	3100	1947	1519	1035	820	835	793	2460418	2049361	1606375	1217343	941237	627196	487634	349627	237996	163744	
UNKNOWN		UNKNOWN	27755447	27233828	4464751	161.74	26836450	797589	36707	16332	12282	9038	7303	5542	4450	3372	2367	1696	1389	998	974	865	884	1861757	1521201	1164145	849016	619499	388363	265919	167896	103541	63382	
UNKNOWN		UNKNOWN	69756413	68778224	5769241	204.003	67313854	2118049	106172	45929	34209	26996	22129	17457	14013	10533	7448	5468	4308	3180	2690	2449	2168	4877259	3904973	2988585	2154548	1516076	955685	605772	368195	221043	133657	
UNKNOWN		UNKNOWN	62041853	61766653	9146668	303.398	59787003	1803795	93805	40650	30858	24925	21622	18434	15382	13179	11121	9304	8612	8281	8214	8466	8331	4661716	3833404	2992295	2197729	1591231	1015075	665371	416218	255477	159591	
UNKNOWN		UNKNOWN	43528021	43384781	6609831	127.052	42214636	1108692	65706	32041	23893	17992	14183	10764	8090	5965	3943	3005	2102	1752	1457	1247	1178	3155003	2828595	2315233	1784888	1412219	836690	623105	406777	263461	185529	
UNKNOWN		UNKNOWN	40893966	36674960	6028375	154.159	39582415	1114414	60957	28470	21054	16094	13127	10513	7943	6177	4271	2893	2157	1648	1343	1268	1208	2633714	2222622	1750690	1340541	1077983	771625	705673	689554	686892	646234	
UNKNOWN		UNKNOWN	86239160	85681581	6249135	111.801	83975911	1907244	116927	64016	47758	36001	26055	16145	8647	4619	2469	1757	1986	2830	4089	6665	16041	6345717	5508797	4463138	3423946	2481340	1739938	1106678	707325	445962	306395	
UNKNOWN		UNKNOWN	27334171	26940362	4774725	154.697	26462357	749191	36449	16714	12486	9196	7867	6377	4351	3400	2431	1796	1379	1071	889	1036	1093	1949601	1619293	1255385	925981	686640	427235	302620	197781	125838	78873	
UNKNOWN		UNKNOWN	43467458	42747327	2453866	234.945	41950239	1238393	71024	32196	23987	18264	15981	13645	11614	9232	7205	6224	5360	4840	4405	4293	3822	3360020	2873332	2312037	1757191	1314263	860472	586170	378216	236016	146687	
UNKNOWN		UNKNOWN	25657416	25413414	2638534	149.647	24718048	799510	48766	21659	14422	10208	8036	6749	5365	4096	2909	2104	1564	1229	972	926	642	2110664	1775426	1431911	1059398	764893	518667	347994	220755	141445	90822	
UNKNOWN		UNKNOWN	50072661	49528665	1607043	251.601	48829386	964434	66415	42443	33635	25052	16218	9550	6910	5180	4781	5966	7842	12552	27523	14774	0	2267841	4003007	3331706	2628464	1984050	749267	1081903	673871	422011	257698	
UNKNOWN		UNKNOWN	35140293	34949982	1505845	139.268	34017685	980170	50552	21914	16133	12190	9792	7462	6060	4175	2992	1926	1515	1157	953	831	666	2500409	2107002	1661543	1229714	890079	550477	381680	239990	148128	93016	
UNKNOWN		UNKNOWN	20605614	20451354	1296050	335.25	19854210	570697	32282	16065	12818	10892	9725	8864	7781	6602	5669	4876	4497	4288	3900	3744	3680	1623229	1400385	1156212	898724	707235	455686	316029	205487	134131	88949	
UNKNOWN		UNKNOWN	31399757	31132897	5669625	178.017	30294125	944603	47862	20581	15555	11413	10206	7529	6454	4841	3400	2554	2115	1836	1557	1444	1497	2289417	1884325	1484899	1115774	816214	533839	351280	221967	135639	79758	
UNKNOWN		UNKNOWN	37393043	37096082	6876095	172.534	36095408	1110890	59393	26235	18912	13520	11984	9340	7598	5685	3719	2819	2101	1646	1394	1273	1312	2804410	2303803	1793054	1312093	942945	603447	395195	245979	149893	92578	
UNKNOWN		UNKNOWN	39381135	39067074	2270727	239.635	38006259	1096135	66848	32372	24803	20546	17856	15042	12838	10233	7947	6440	5241	4676	4040	3670	3543	3199958	2780331	2280906	1758868	1362737	860893	611667	399113	261380	173812	
UNKNOWN		UNKNOWN	40457539	39141491	2534030	136.872	39188318	1075652	60545	28528	21692	16170	14462	11144	9238	6962	4978	3304	2347	1895	1277	1059	860	3166201	2782329	2295375	1773063	1392047	883683	642776	444317	307033	235086	
UNKNOWN		UNKNOWN	31238461	30985892	1942765	229.508	30159116	860948	52388	26738	20251	16715	13772	11734	9964	8023	6462	5294	4041	3588	3116	2756	2593	2441403	2137989	1770029	1383825	1116410	697972	498579	328840	215846	143074	
UNKNOWN		UNKNOWN	67049489	65967415	7706119	331.307	65289513	1347192	91248	48559	30973	19945	20409	77333	68857	6241	5229	4622	4067	3864	3656	3555	3355	4838514	4294055	3598172	2871763	2249064	1697681	1153295	789879	538548	362278	
UNKNOWN		UNKNOWN	24932530	24724602	1360019	188.917	24233635	571505	36747	20148	15277	11294	8328	5260	3129	1650	825	675	722	913	1541	3832	17049	1857200	1624886	1349368	1066274	783766	579098	360167	235014	144903	101501	
UNKNOWN		UNKNOWN	38378526	38058094	6930486	138.804	37176157	1050171	52025	24339	17627	13125	10757	8197	6021	4432	2953	1946	1454	858	635	584	504	2686327	2217336	1701313	1239456	902310	535093	372224	238679	148298	93929	
UNKNOWN		UNKNOWN	66259741	65774778	2948100	152.558	64508952	1316300	108778	80679	68702	52709	37019	20488	11375	5848	3212	3685	4181	7437	18516	11860	0	3182431	5750354	4873349	3912836	2977321	1128653	1625948	1006173	637241	376744	
UNKNOWN		UNKNOWN	44613714	42396920	2863758	333.158	43070636	1167516	76705	37518	28930	24490	21849	19192	16310	13723	11629	9660	8525	8204	7437	6593	6311	3383534	2934479	2372669	1813036	1434970	900747	644330	439902	320032	279590	
UNKNOWN		UNKNOWN	51776538	51495619	4239930	184.3	50064497	1481037	76303	32631	23438	18778	15327	11736	9303	6989	5110	3417	2570	1956	1598	1437	1457	3511225	2830661	2157741	1559500	1110729	677839	446838	276175	171995	107614	
UNKNOWN		UNKNOWN	28349609	27861332	2247429	336.093	27190389	858581	51176	22738	17370	13861	12093	10391	9121	8380	7226	6905	6671	6403	6248	6263	6189	2277513	1943791	1589789	1228656	933470	654714	469845	304753	193089	121729	
UNKNOWN		UNKNOWN	38755826	38297553	6346524	183.017	37376745	1178256	61240	26511	19604	14912	13096	9966	8308	6166	4267	3319	2576	1908	1834	1644	1733	2764735	2274089	1793978	1340890	994165	654701	437658	278916	172190	101871	
UNKNOWN		UNKNOWN	34070775	33853401	6103672	232.959	32904317	950570	47775	21594	16543	13067	10791	8823	7321	5667	4433	3565	3248	2863	2944	3217	3588	2442840	2030327	1595022	1185628	882056	535902	360283	223708	138138	85860	
UNKNOWN		UNKNOWN	26519658	26318948	4182410	213.805	25592884	786031	39965	17396	12984	9930	8313	6315	5328	4409	3117	2370	1797	1611	1416	1416	1364	1861804	1503767	1164425	849291	600321	385591	248116	153872	94803	57786	
UNKNOWN		UNKNOWN	67540944	67073772	8761198	252.785	65105197	2006514	107060	47885	35567	28461	23430	18978	15822	12600	9823	8113	6679	6113	5707	5405	5581	4856596	3966732	3094004	2271744	1658818	1054340	693008	431439	267970	163838	
UNKNOWN		UNKNOWN	34921419	34732974	6723698	158.376	33816726	949688	46696	22273	15859	11850	9479	7537	5934	4348	3011	2205	1751	1393	1180	1238	1217	2519132	2079144	1601259	1173366	857391	504219	347286	216899	133929	84861	
UNKNOWN		UNKNOWN	39054612	38818809	1946589	158.263	37796949	1086608	59143	25719	18904	14292	11691	9035	7278	5108	3635	2600	1992	1656	1440	1266	1115	2788817	2361107	1849660	1365306	990608	614702	426371	269513	168321	108621	
UNKNOWN		UNKNOWN	40138412	39704812	2014713	162.126	38816306	1134796	60794	27827	20468	15719	12758	9836	7642	5968	4344	3221	2434	2095	1801	1541	1521	2852470	2425686	1935161	1457811	1097493	705040	491142	309188	193000	122898	
UNKNOWN		UNKNOWN	32922126	32527082	6437343	171.361	31851558	907776	45966	20878	16075	11699	9833	7797	5898	4487	3247	2380	1749	1524	1319	1460	1562	2413412	2000051	1536660	1127316	824484	501862	354624	229682	144571	92305	
UNKNOWN		UNKNOWN	54951969	54691184	4417799	265.627	53007189	1639912	83741	36656	27691	21619	17993	15139	12590	10220	7786	6123	5362	4749	4495	4186	4093	3825058	3086744	2381080	1727076	1247770	787491	503200	305977	188792	115237	
UNKNOWN		UNKNOWN	41480824	41313172	1042355	245.169	40047415	1228475	62331	27008	20072	14907	12437	10070	8179	6366	4537	3500	2757	2436	2135	1951	1821	2734758	2157273	1619109	1146017	799324	491465	312024	190048	115909	70851	
